Source sentence,Answer sentence,Event1,Event2,labels
"Gaskin said that other climbers attempted to rescue Rait by taking him down the glacier , but that he died on the way down . ONE Australian and one English climber have fallen to their deaths in New Zealand , police confirmed today . ",attempted have no relationship to deaths ,attempted ,deaths ,NONE
"Detroit Office Shooter Charged With Murder , Attempted Murder ",Murder is the cause of Charged ,Murder ,Charged ,Cause-Effect
A man has been charged on suspicion of arson following a fire that devastated a Somerset supermarket . Breaking : man charged with arson after fire at Waitrose in Wellington ,suspicion have no relationship to charged ,suspicion ,charged ,NONE
Jury finds Andrew Lopez guilty in murder of Zurana Horton Andrew Lopez was found guilty of second - degree murder and two counts of first - degree assault in the death of Zurana Horton . ,murder is the cause of guilty ,murder ,guilty ,Cause-Effect
Brooklyn vigil for slain teen killed by NYPD snowballs into full blown riot ,killed is the cause of riot ,killed ,riot ,Cause-Effect
"Hiller , 43 , then shot the three victims , according to police - - the women were shot on the third floor and the man she confronted on the stairs as she went down to the second floor where she barricaded herself into an office . Suspended Worker Kills 2 Women in Kraft Factory Shooting : Police ",shot is the cause of Kills ,shot ,Kills ,Cause-Effect
"It also found true special circumstances of murder of a police officer intentionally killed while performing his duties , murder to avoid arrest , street gang murder , lying in wait . . . and that Orozco personally used a handgun to commit the murder and the attempted murder , the D . A . 's release says . ",arrest is the cause of murder ,arrest ,murder ,Cause-Effect
"“ Deputy Ortiz was killed while investigating a shooting in which the defendant was a suspect , ” Cooley said at a news conference at the Bellflower courthouse . “ The defendant ’ s custody status gave Sheriff ’ s detectives and our prosecutors in the Crimes Against Police Officers Section ( CAPOS ) additional time to fully investigate this murder and the case on which Deputy Ortiz was working when he was killed , ” Cooley said . ",killed is the cause of investigate ,killed ,investigate ,Cause-Effect
Jewellery and watches worth £1 . 7m have been stolen during a heist in an upmarket central Paris shop . The heist near Place Vendome is the latest to hit France after a spate of high - profile robberies in the southern resort of Cannes . ,stolen is the cause of heist ,stolen ,heist ,Cause-Effect
"Williams , who was booked into county jail and later released on bail , did give a blood sample for a blood - alcohol test . ",on bail is the cause of released ,on bail ,released ,Cause-Effect
"During the escape , Arcade Joseph Comeaux , Jr . allegedly produced a weapon and fired upon two correctional officers , took them hostage and forced them to drive to Baytown , Texas , where he restrained the officers in the back of the van , took their firearms and one of their uniforms . ",produced is the cause of escape ,produced ,escape ,Cause-Effect
Powerful earthquake injures dozens in Indonesia's Aceh province At least 50 reported injured and buildings destroyed after a 6 . 1 magnitude earthquake strikes Sumatra's Aceh province . ,earthquake is the cause of destroyed ,earthquake ,destroyed ,Cause-Effect
"Three die in bank during Greek riots On the streets of Athens , demonstrators chanted ""Thieves , thieves ! "" as they attempted to break through a riot police cordon guarding Parliament and chased ceremonial guards away from the Tomb of the Unknown Soldier in front of the building . ",riots is the cause of break through ,riots ,break through ,Cause-Effect
"Indian Naval Ship Sukanya , deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , thwarted a multiple - boat attack by pirates on Thursday and rescued 26 Somali crewmembers . ",thwarted is the cause of rescued ,thwarted ,rescued ,Cause-Effect
Officer Ortiz was knocking on doors down in the city of Hawaiian Gardens looking for gang members and he was shot point blank range in the head by gang member Jose Luis Orozco . ,looking is the cause of shot ,looking ,shot ,Cause-Effect
"The cable cut happened around the same time that a different cable , owned by Telecom Egypt , was cut that also affected services , Egyptian authorities said . ""Some internet users suffered problems with internet and mobile services , Osama noted . ",cut is the cause of problems ,cut ,problems ,Cause-Effect
"A convicted sex offender sentenced to life in prison pulled a gun on two guards during a prison transfer Monday and held them hostage temporarily before fleeing on foot in one of the guard's uniforms , authorities said . Arcade Joseph Comeaux Jr , Prison Inmate , Pulls Gun On And Handcuffs Guards , Runs Away ",held hostage is the cause of Runs ,held hostage ,Runs ,Cause-Effect
"Between 1991 and 1998 , Comeaux was in and out of prison on parole violations until he finally returned to prison in June 1999 to serve a life sentence for aggravated sexual assault . ",serve is the cause of returned ,serve ,returned ,Cause-Effect
"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes . The champion cornered Thompson toward the end of the sixth , and landed punches to the head though no single blow appeared to cause serious damage . ",landed have no relationship to appeared ,landed ,appeared ,NONE
RIP LA County Sheriff Deputy Jerry Ortiz Officer Ortiz was knocking on doors down in the city of Hawaiian Gardens looking for gang members and he was shot point blank range in the head by gang member Jose Luis Orozco . ,RIP have no relationship to knocking ,RIP ,knocking ,NONE
"Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" ",used is the cause of fled ,used ,fled ,Cause-Effect
"Lindsay Lohan Checks Into Rehab , Checks Out Two Minutes Later The judge should know to never ever trust a gnome with a law degree , because they are shifty shits and will lie to you with a twinkle in their eyes . ",Checks Out have no relationship to trust ,Checks Out ,trust ,NONE
"The USGS said the quake was 35 miles southwest of Bandar Abbas . An earthquake measuring at least magnitude - 5 . 9 shook a sparsely populated area of southern Iran on Sunday , flattening seven villages and killing 10 people , officials said . ",quake is the cause of flattening ,quake ,flattening ,Cause-Effect
"A Waitrose supermarket in a Somerset town caught fire yesterday ( July 21st ) , causing substantial damage to the building ’ s roof . Upon arrival they found that the roof fire was quite significant . ",damage have no relationship to significant ,damage ,significant ,NONE
Jackson is due in court Feb . 17 . CHARGERS' WILLIAMS ARRESTED ON SUSPICION OF DUI ,due have no relationship to DUI ,due ,DUI ,NONE
"""I got caught but I'm OK , "" Thompson said in the ring . The 36 - year - old champion Klitschko , 58 - 3 with 51 knockouts , floored Thompson with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered . ",caught have no relationship to recovered ,caught ,recovered ,NONE
"A strong 6 . 1 - magnitude earthquake struck the northwestern Indonesian province of Aceh on Tuesday , the US Geological Survey said , sending people running into the streets in panic . There were no immediate reports of damage after the quake struck inland at a depth of just 10 kilometres ( 6 . 2 miles ) , 55 kilometres south of Bireun and 72 kilometres southeast of Reuleuet , said the USGS . ",running have no relationship to damage ,running ,damage ,NONE
"A strong 6 . 1 - magnitude earthquake struck Indonesia's northwestern province of Aceh today , causing buildings to collapse and injuring at least 50 people . People also ran out of buildings in panic in the provincial capital Banda Aceh as the quake shook houses for around one minute , an AFP journalist at the scene said . ",6  1  magnitude earthquake is the cause of ran ,6  1  magnitude earthquake ,ran ,Cause-Effect
